Boat Name,Boat Type,Sail #,Rating,DW Rating,I,J,P,E,Max Hdsail,Rig Type,ISP,JSP,LOA,LWL,Beam,Draft,Displacement,Ballast,SLE,SLU,ASMG,ASF,DLR,SAD
Kira,Cal 33-2,28999,132.0,660.0,46.0,13.25,40.5,12.75,125.0,MS,46.0,13.25,,,11.33,6.12,10800.0,4475.0,39.5,43.6,19.68,21.86,,18.402997953510944
Amaranth,Beneteau 345,38118,132.0,655.0,44.22,12.9,38.7,12.1,120.0,MS,44.22,12.9,34.5,29.17,11.42,6.3,10141.0,4600.0,21.04,21.92,18.0,23.83,182.39943008261716,17.706374331568846
The Floating Bear,Ericson 350 SD,503,132.0,,46.0,15.0,39.0,12.83,130.0,MS,46.0,15.0,34.8,29.0,11.3,4.92,13000.0,5200.0,,,,,237.95856445821602,17.193876546304683
Madame Blue,Pretorian 35,83368,132.0,,48.75,14.75,42.5,12.0,135.0,MS,,,35.43,30.33,11.81,6.0,13000.0,6613.0,,,,,208.0070731095227,17.75275661575191
Toucan,,0,135.0,618.0,42.75,16.5,,,,,,,43.2,37.58,13.84,4.83,20216.0,9000.0,,,,,170.05009672005588,
Plus Sixteen,Ericson 911S Olson,97707,135.0,670.0,41.5,12.25,35.761,11.811,125.0,MS,41.5,12.33,30.0,25.0,10.33,5.42,8500.0,3200.0,35.761,41.995,21.702,20.932,242.85714285714286,17.848503757031988
NAOS Swing,Beneteau Oceanis 34.1 SK,0,135.0,616.0,42.1,12.0,41.6,13.8,106.0,FS,,,35.4,32.2,11.9,8.4,12046.0,3319.0,40.1,44.9,25.0,26.08,161.07466078334323,16.402271239552306
Take Five More,Ericson 911S Olson,38132,135.0,671.0,41.5,12.33,35.5,11.92,95.0,MS,41.5,12.33,29.92,25.0,10.33,5.4,8100.0,3200.0,,,,,231.42857142857142,18.51299971974921
Stink Eye,Laser 28,133,135.0,648.0,31.73,9.65,33.14,12.3,110.0,MS,33.2,,28.42,23.62,9.48,5.0,4050.0,1500.0,32.0,37.0,17.0,19.0,137.2041744580667,22.444303307408855
Miss Mayhem,J 30 OSP,289,135.0,661.0,34.19,11.5,,13.0,155.0,FS,,,29.83,25.0,11.25,5.25,6700.0,2100.0,,,,,191.42857142857142,
Dancer,Tiffany Jayne 34,18216,135.0,655.0,34.75,11.416,36.583,14.166,95.0,FS,34.75,,34.0,25.0,8.0,5.5,7000.0,3010.0,,,,,200.0,19.971221957667193
Bee Zee,Catalina 36 TM,52436,138.0,,46.75,14.33,41.0,13.0,135.0,MS,46.75,14.33,36.33,30.25,11.916,5.833,13500.0,6000.0,,,,,217.72565873502845,16.943334182782504
Sonata,Laser 28,33685,138.0,644.0,31.1,9.65,33.14,12.96,125.0,FS,31.73,,28.41,23.62,9.48,4.98,4550.0,1500.0,,,,,154.1429614281984,21.227012030626266
Rubicon III,Contessa 33 TM,63163,138.0,655.0,39.5,11.6,41.5,14.7,155.0,FS,39.5,12.6,32.7,25.5,11.1,5.7,8289.0,3700.0,37.5,41.5,15.25,20.3,223.16885231601287,20.83166684218318
Free,S&S 30,3002,138.0,631.0,43.7,9.5,40.0,14.0,155.0,FS,43.58,9.5,30.5,27.5,8.25,5.5,6500.0,2400.0,37.5,43.2,15.8,16.7,139.52989159600727,22.364040146115308
Spirit,Open 5.7 ODR,317,138.0,602.0,21.52,7.3,25.33,10.24,117.0,FS,27.9,12.3,18.7,18.7,8.3,5.7,992.0,405.0,20.6,25.8,17.5,17.5,67.72341260198571,33.46631596825848
Starbuck,Custom Black Soo 30,8666,138.0,585.0,30.0,13.0,25.0,11.73,125.0,MS,30.0,13.0,31.0,27.5,6.8,6.4,4500.0,1800.0,,41.8,,,96.59761725877426,20.025295834791297
Naos Fixed,Beneteau Oceanis 34.1,0,138.0,616.0,42.1,12.0,41.6,13.8,106.0,FS,,,35.4,32.2,11.9,6.7,12046.0,3482.0,40.1,44.9,25.0,26.08,161.07466078334323,16.402271239552306
Zara,Beneteau 310,144,138.0,647.0,37.04,10.83,37.8,12.9,125.0,FS,37.04,10.82,31.2,27.7,10.5,5.9,7054.0,2160.0,,,,,148.16585442596173,19.300637866990975
Syncopation,Sabre 36 CB,35,138.0,640.0,47.83,14.33,41.5,13.0,125.0,MS,,14.43,36.0,29.33,11.25,7.67,13200.0,5400.0,44.16,48.67,22.19,24.66,233.5552983224884,17.513431670178498
Vera Cruz,Jeanneau Sun Odyssey 349,38133,138.0,652.0,43.71,12.37,40.19,13.42,112.0,FS,44.8,14.88,32.75,30.83,11.25,6.5,11738.0,3483.0,42.27,46.45,23.3,26.78,178.82387958349173,16.699890528989858
Hummingbird,Open 5.7 ODR,296,138.0,606.0,21.52,7.3,25.3,10.24,117.0,FS,27.9,12.3,18.7,18.7,8.3,5.7,992.0,405.0,20.6,25.8,17.5,17.5,67.72341260198571,33.44163057939151
Moonshine,Custom DP 26,8398,138.0,607.0,27.0,9.0,27.25,11.0,155.0,MS,31.0,,26.0,24.0,8.25,4.83,2600.0,800.0,,33.8,,,83.96370701058203,22.935312189579633
Wimm,Jeanneau Sun Odyssey 349,38105,141.0,641.0,43.6,12.37,40.68,13.62,112.0,MS,,,33.92,30.84,11.29,6.86,11770.0,3483.0,37.43,42.32,15.0,19.83,179.13701631147757,16.87565638031607
Quantum,Cooper 416,0,141.0,,51.75,17.5,,12.0,100.0,CTR,,,41.5,32.5,14.0,6.58,24000.0,10500.0,,,,,312.11392158137716,
Kurzweile,Santa Cruz 27,18734,141.0,618.0,32.58,10.75,28.25,8.58,152.0,MS,32.53,,27.0,24.0,8.0,4.5,3200.0,1600.0,,,,,103.3399470899471,21.803856525039826
Furthur,Santa Cruz 27,116,141.0,615.0,32.7,10.9,28.25,8.7,150.0,MS,32.7,10.9,27.0,24.0,8.0,4.5,3300.0,1600.0,,,,,106.56932043650797,21.706390220246586
Ohana,Catalina 36-2,2191,141.0,,44.75,14.33,39.0,12.0,155.0,MS,44.9,14.33,36.0,30.2,11.9,5.83,13500.0,6000.0,,,,,218.8088689864347,15.624125269893396
Geodesic,J 30,8994,141.0,660.0,34.19,11.5,38.0,13.0,125.0,FS,37.69,,29.83,25.0,11.2,5.25,7000.0,2100.0,,,,,200.0,19.365372031229946
Quila,Santa Cruz 27,18723,141.0,618.0,32.583,10.75,28.25,8.583,155.0,MS,32.583,4.5,27.0,24.0,,,3000.0,1500.0,,,,,96.8812003968254,22.767440371745543
Solana,Santa Cruz 27,21102,141.0,618.0,32.58,10.75,28.25,8.58,150.0,MS,32.58,,27.0,24.0,8.0,4.5,3000.0,1500.0,,,,,96.8812003968254,22.762946320381285
Medusa,Santa Cruz 27,1450,141.0,618.0,32.583,10.75,28.25,8.583,155.0,MS,32.583,4.5,27.0,24.0,,,3000.0,1500.0,,,,,96.8812003968254,22.767440371745543
MyEm,Hanse 341/342,60128,141.0,642.0,46.0,12.2,42.0,15.0,125.0,FS,,,34.0,29.2,11.2,5.9,11353.0,3395.0,,,,,203.57013524748646,18.832931912300577
Cookie Monster,Santa Cruz 27,7090,141.0,617.0,32.58,10.75,28.25,8.58,155.0,MS,,4.5,27.0,24.0,,,3000.0,1500.0,,,,,96.8812003968254,22.762946320381285
Jack,Wylie Wabbit,19,144.0,596.0,20.5,6.6,,10.0,110.0,FS,,,23.75,20.0,5.58,3.5,975.0,440.0,,,,,54.40848214285713,
Psycho Tiller,Jeanneau Sun Fast 32i,23,144.0,674.0,39.2,11.1,36.7,12.2,110.0,FS,38.1,10.6,31.5,27.11,10.9,6.6,9680.0,2491.0,,,,,216.88962917905354,15.524049691331312
Mayan,Alden Schooner,1947,144.0,559.0,43.0,25.33,52.0,24.85,86.0,Schooner,43.0,25.33,58.9,45.5,16.45,9.0,64000.0,10000.0,42.5,49.0,38.1,46.6,303.3177080479856,11.879564774931948
Breakaway,Ultimate 20 CM,180,144.0,631.0,26.08,6.97,27.33,10.17,114.0,FS,27.58,12.79,20.83,18.0,8.33,5.0,1350.0,450.0,28.417,30.42,17.7,19.167,103.33994708994709,30.078509860455096
Peabody,Ultimate 20,22,144.0,622.0,25.08,6.97,27.5,10.25,110.0,FS,27.58,12.79,20.94,18.0,8.33,5.03,1350.0,450.0,28.4,31.3,17.7,19.2,103.33994708994709,29.87953870378723
Ad Lib,Aphrodite 101,8161,144.0,650.0,36.83,11.81,39.33,11.48,100.0,FS,32.23,,32.75,26.33,7.92,5.42,6160.0,3527.0,,,,,150.6538090137231,21.072016498934946
Windwalker,Islander 36 ODR,57307,144.0,655.0,45.0,14.48,39.25,12.75,150.0,MS,45.0,,36.08,28.25,11.17,6.08,13450.0,5820.0,,,,,266.32927664671445,16.266754016368896
Sorcerer's Apprentice,Santa Cruz 27,18720,144.0,618.0,32.58,10.75,28.25,8.58,100.0,MS,32.58,10.75,27.0,24.08,8.0,4.5,3000.0,1500.0,,,,,95.91881143620029,22.762946320381285
U Betcha,Ultimate 20,172,144.0,623.0,22.8,7.0,27.5,10.33,100.0,FS,27.58,13.0,20.83,18.0,8.166,5.0,1350.0,450.0,28.4,31.3,17.6,19.2,103.33994708994709,29.028485723788904
Luna Sea,Islander 36 ODR,420,144.0,660.0,45.0,14.48,39.25,12.75,135.0,MS,45.0,,36.08,28.25,11.17,6.08,18000.0,5450.0,,,,,356.42579774281495,13.393432772958668
Pelagic,Beneteau 310 SD,0,144.0,620.0,37.04,10.83,36.8,12.25,100.0,FS,37.1,,31.0,28.66,10.6,4.25,7054.0,2400.0,,,,,133.7700467397295,18.501044132391467
Crews Nest,Catalina 34 1&2,1383,147.0,639.0,44.0,13.5,38.5,12.0,130.0,MS,44.0,13.5,35.67,29.83,11.75,5.58,11950.0,5000.0,,,,,200.98337132187646,16.134353661696434
Mottley,Catalina 34,8,147.0,,44.0,13.5,,,130.0,MS,,,34.5,29.833,11.75,5.583,11950.0,5000.0,,,,,200.92274488637233,
Osprey,Jeanneau Sun Odyssey 349,61302,147.0,,43.6,12.67,40.68,13.62,109.0,FS,,6.5,32.75,30.84,,,11795.0,3483.0,,,,,179.51751124841783,17.053384094898416
Kapai,Islander 36 ODR,438,147.0,669.0,45.0,14.48,39.25,12.75,125.0,MS,45.0,6.0,36.08,28.25,,,13450.0,5500.0,,,,,266.32927664671445,16.266754016368896
Maybe Baby,Hunter 34 IK,518,147.0,646.0,47.42,13.75,41.0,11.75,110.0,MS,46.0,5.5,34.42,28.25,,,11820.0,5000.0,,,,,234.0529405177818,17.449503192048905
Warwhoop,Contessa 33,63336,147.0,662.0,37.916,11.17,39.416,13.86,100.0,FS,37.93,,33.0,25.52,11.08,5.8,8375.0,3700.0,,,,,224.95455282970696,18.782597873505257
Therapy,Catalina 34 1&2,749,150.0,641.0,44.0,13.5,38.5,12.0,100.0,MS,44.0,13.5,34.5,29.83,11.75,5.58,11950.0,5000.0,,,,,200.98337132187646,16.134353661696434
WooHoo,Moore 24,80,150.0,629.0,26.25,9.8,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.49841710272093
Suerte,Moore 24,117,150.0,629.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Foamy,Moore 24,129,150.0,643.0,26.25,9.75,25.0,8.99,155.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,23.80208766258548
Wet Spot,Moore 24,51,150.0,630.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Tortuga,Moore 24,154,150.0,632.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,24.0,21.75,7.16,4.083,2050.0,1000.0,,,,,88.9463352048944,24.43342635497495
Puffin,Moore 24,62,150.0,639.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,24.2,29.0,17.4,17.6,88.9463352048944,24.43342635497495
JR,Moore 24,76,150.0,629.0,26.25,9.75,25.0,9.5,155.0,FS,26.25,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Oxymoron,Moore 24,106,150.0,633.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.25,2050.0,1025.0,,,,,88.9463352048944,
Immoral,Moore 24,66,150.0,629.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,
Itinerant,Hunter 34,1025,150.0,647.0,47.42,13.75,41.0,11.75,125.0,MS,,5.5,34.42,28.25,,,11820.0,5366.0,,,,,234.0529405177818,17.449503192048905
Orca,Moore 24,85,150.0,631.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,
Fatuity,Moore 24,48,150.0,629.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,
Mooretician,Moore 24,89,150.0,630.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,
Moorigami,Moore 24,77,150.0,629.0,26.25,9.75,25.0,9.5,155.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,24.4,28.2,17.3,18.0,88.9463352048944,24.43342635497495
Topper II,Moore 24,71,150.0,629.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,
Nobody'S Girl,Moore 24,84,150.0,634.0,26.25,9.75,25.0,9.5,149.0,FS,26.25,,23.75,21.75,7.16,4.083,2130.0,1000.0,,,,,92.41741170069515,23.81743579613076
Touch Of Grey,Moore 24,118,150.0,630.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Gruntled,Moore 24,68,150.0,629.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Flying Circus,Moore 24,11,150.0,633.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Painkiller,Moore 24,33,150.0,629.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Firefly,Moore 24,64,150.0,629.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Flying Colors,Moore 24,30,150.0,629.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
The Flying Tiger,Moore 24,155,150.0,630.0,26.25,9.75,25.0,9.5,150.0,FS,26.2,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Grey Wulff,Beneteau Oceanis 30.1,238,150.0,637.0,36.74,12.7,35.46,10.73,105.0,FS,37.43,14.07,31.3,29.6,9.81,6.17,8807.0,2144.0,32.87,37.56,19.97,22.47,151.60197001270544,15.864199021862666
Safety Third,Moore 24,131,150.0,629.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.083,2050.0,1025.0,,,,,88.9463352048944,
53 Grandad,Catalina 34 1&2,1369,150.0,,44.0,13.5,38.5,12.0,130.0,MS,44.0,13.48,35.67,29.83,11.75,5.58,11950.0,5000.0,,,,,200.98337132187646,16.134353661696434
Sylbo,Catalina 36,1337,150.0,650.0,44.75,14.33,39.0,12.0,125.0,MS,44.75,,36.33,30.25,11.92,5.83,14100.0,6000.0,44.25,46.0,24.0,23.612,227.40235467880748,15.177463174000584
Music,Catalina 34 1&2,56583,150.0,641.0,44.0,13.5,38.5,12.0,120.0,MS,,,35.66,29.84,11.75,5.56,11950.0,5000.0,,,,,200.7813779989854,16.134353661696434
Snafu,Moore 24,121,150.0,639.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.08,2050.0,1000.0,,,,,88.9463352048944,
Enamored,Moore 24,19,150.0,630.0,26.25,9.75,25.0,9.5,150.0,FS,26.25,9.75,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,24.43342635497495
Pretty Penny,Custom Mull 30,8775,150.0,665.0,37.833,13.166,32.67,9.33,155.0,MS,,,30.92,26.17,9.5,5.17,8906.0,5300.0,,,,,221.8316474515749,14.925406652738946
Bluebird,Moore 24,137,150.0,629.0,26.25,9.75,,9.5,150.0,FS,,,23.75,21.75,7.16,4.08,2050.0,1025.0,,,,,88.9463352048944,
Andiamo,Catalina 36-2,2168,153.0,650.0,44.75,14.33,39.0,13.0,115.0,MS,,,36.0,30.25,11.9,5.8,14200.0,6000.0,37.0,43.0,24.0,29.0,229.015137336104,15.63719292078154
Ohana,Catalina 34 1&2,42,153.0,647.0,44.0,13.5,38.5,11.75,135.0,MS,44.0,13.5,34.5,29.83,11.75,5.58,11950.0,5000.0,,,,,200.98337132187646,15.98729575071743
Wreckless,Capo 26,77449,156.0,692.0,35.89,10.63,30.78,10.01,155.0,SL,,,25.9,21.76,9.38,4.56,4920.0,1964.0,,,,,213.1770319959596,19.04409007675426
Sailor Dog,Catalina 34 1&2,1798,156.0,652.0,44.0,13.5,38.5,12.0,110.0,MS,44.0,13.5,34.5,29.8,11.7,5.6,11950.0,5000.0,38.0,40.5,22.5,20.5,201.59097935652233,16.134353661696434
O'Mar,Olson 25,28258,159.0,657.0,32.0,9.583,,10.0,155.0,MS,,,25.0,21.25,9.0,4.5,2900.0,1300.0,,,,,134.9190195109186,
Sea Brisket,Olson 25,38984,159.0,,32.0,9.583,28.0,10.0,155.0,MS,32.0,9.58,25.0,21.25,9.0,4.5,2900.0,1300.0,,,,,134.9190195109186,23.049212886454896
Venture,C&C 33,543,159.0,653.0,43.0,14.0,37.25,10.75,85.0,MS,43.0,,32.75,26.42,10.5,5.5,9800.0,4075.0,36.0,40.2,24.2,24.2,237.23546722217466,17.482420388640932
Rapid Transit,Olson 25,35,159.0,673.0,32.0,9.583,28.0,10.0,155.0,MS,32.0,9.583,25.0,21.25,9.0,4.5,3300.0,1300.0,,,,,153.52853944345907,21.145928813359202
Synchronicity,Olson 25,68,159.0,674.0,32.0,9.583,28.0,10.0,155.0,MS,32.0,9.6,25.0,21.25,9.0,4.5,3300.0,1300.0,,,,,153.52853944345907,21.145928813359202
Sketch,Olson 25,76,159.0,673.0,32.0,9.583,28.0,10.0,155.0,MS,32.0,,25.0,21.25,9.0,4.5,3300.0,1300.0,,,,,153.52853944345907,21.145928813359202
Boogie Woogie,Ranger 33 MOD,8262,159.0,662.0,41.5,13.87,35.0,11.0,150.0,MS,41.5,,33.17,26.25,9.58,5.17,10500.0,4800.0,,,,,259.1512795594428,15.999397459175931
Citlali,Olson 25,18336,159.0,673.0,32.0,9.583,28.0,10.0,155.0,MS,32.0,,25.0,21.25,9.0,4.5,3300.0,1300.0,,,,,153.52853944345907,21.145928813359202
Nikkicai,Catalina 320,179,159.0,677.0,43.58,12.33,37.5,13.25,110.0,MS,,6.0,,,,,11300.0,4000.0,,,,,,16.40212606290552
Foul Air,Olson 25,104,159.0,659.0,32.0,9.6,28.0,10.0,155.0,MS,32.0,9.6,25.0,21.25,9.0,4.5,3000.0,1300.0,,,,,139.57139949405368,22.55476035119958
Alchemy,Olson 25,18252,159.0,673.0,32.0,9.583,28.0,10.0,155.0,MS,32.0,,25.0,21.25,9.0,4.5,3300.0,1300.0,,,,,153.52853944345907,21.145928813359202
Shack,Beneteau 305,28305,162.0,667.0,39.33,11.38,33.58,11.08,125.0,MS,39.33,,30.416,26.166,10.5,5.583,8500.0,2954.0,,,,,211.81606524959034,15.717871066029161
Finn,Capo 26 IB,18782,162.0,678.0,34.6,10.56,30.0,10.0,155.0,MS,,,26.0,22.0,9.25,4.58,4150.0,1900.0,,,,,173.99310400343458,20.583588847851615
Mister DJ,J 28,29,162.0,696.0,34.0,10.5,36.0,13.0,155.0,FS,34.0,,28.5,24.0,10.0,5.0,7900.0,3000.0,,,,,255.12049437830692,16.612260228313367
Sleepwalker,Hawkfarm 28 ODR,30178,165.0,675.0,33.0,11.0,36.0,10.5,125.0,FS,33.25,11.5,28.0,23.5,9.75,5.17,5700.0,2700.0,18.0,24.0,15.4,19.0,196.07546359807424,18.54990655616664
Constance,Tartan 34 CB,346,165.0,678.0,41.0,14.0,35.5,10.5,125.0,MS,41.0,,34.3,25.0,10.2,8.3,11200.0,5000.0,37.4,43.6,22.4,20.3,320.0,15.104242152468593
Horizon,Beneteau 305,305,165.0,669.0,39.04,11.29,33.79,11.16,95.0,MS,39.04,11.29,30.0,26.75,10.6,5.8,8242.0,2976.0,37.0,41.5,19.0,19.5,192.22648860955434,16.009442259697117
Old #6,J 24 ODR,6,168.0,694.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,950.0,,,,,172.9910714285714,19.630717864068295
Resilience,Alerion Express 28 ODR,136,168.0,696.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Sobrante,Alerion Express 28 ODR,,168.0,,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Frances,ALERION EXPRESS 28 ODR,,168.0,706.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.2,22.8,8.2,4.5,5700.0,2200.0,,,,,214.6951809347931,17.64869652104923
Sweet De,Alerion Express 28,,168.0,703.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,27.44,31.5,15.43,15.73,213.84992528933435,17.64869652104923
H2Osprey,ALERION EXPRESS 28 ODR,,168.0,706.0,30.0,9.75,33.0,12.5,90.0,FS,,,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Bewitched,Merit 25,,168.0,695.0,28.75,9.66,28.0,9.75,155.0,FS,28.75,4.0,24.5,20.5,,,3000.0,1050.0,,,,,155.45749066736866,21.153730235719323
Last Dance,Alerion Express 28 ODR,,168.0,711.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,24.7,29.5,10.5,13.5,213.84992528933435,17.64869652104923
Skipjack,Alerion Express 28 ODR,,168.0,705.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.8,28.25,22.83,8.2,4.5,5640.0,2200.0,24.02,28.54,14.73,17.16,211.59887344418345,17.773706389465925
Diana,ALERION EXPRESS 28 ODR,,168.0,701.0,30.0,9.75,33.0,12.5,90.0,FS,,,28.2,22.8,8.2,4.5,5700.0,2200.0,,,,,214.6951809347931,17.64869652104923
Shut Up & Drive,J 24 ODR,,168.0,694.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,965.0,,,,,172.9910714285714,19.630717864068295
Flying Machine,ALERION EXPRESS 28 ODR,,168.0,707.0,30.0,9.8,33.0,13.0,90.0,FS,,,28.2,22.8,8.2,4.5,5700.0,2200.0,,,,,214.6951809347931,18.099301538607936
Zenaida,ALERION EXPRESS 28 ODR,,168.0,695.0,30.0,9.75,33.0,12.5,90.0,FS,,,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Downtown Uproar,J 24 ODR,,168.0,695.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,,24.0,20.0,9.2,4.1,3125.0,965.0,,,,,174.3861607142857,19.525828328901348
Flight,J 24 ODR,,168.0,695.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,965.0,,,,,172.9910714285714,19.630717864068295
Dream,ALERION EXPRESS 28 ODR,,168.0,706.0,30.0,9.75,33.0,12.5,90.0,FS,,,28.25,22.83,8.17,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Chesapeake,Merit 25,,168.0,696.0,28.75,9.66,28.0,9.75,155.0,FS,28.75,4.0,24.5,20.5,,,3000.0,1050.0,,,,,155.45749066736866,21.153730235719323
Chance,Alerion Express 28 ODR,,168.0,705.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Phantom,J 24 ODR,8257,168.0,695.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,950.0,,,,,172.9910714285714,19.630717864068295
Anna Lu,Merit 25,529,168.0,696.0,28.75,9.66,28.0,9.75,150.0,FS,28.75,,24.5,20.5,8.0,3.98,3000.0,1050.0,,,,,155.45749066736866,21.153730235719323
Dream Catcher,J 24 ODR,481,168.0,694.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,950.0,,,,,172.9910714285714,19.630717864068295
Froglips,J 24 ODR,2392,168.0,694.0,26.25,9.5,28.0,9.75,150.0,FS,26.25,4.0,24.0,20.0,,,3100.0,965.0,,,,,172.9910714285714,19.630717864068295
Mistral,Alerion Express 28 ODR,135,168.0,,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
ALLEGRO NON TROPPO,Alerion Express 28 ODR,188,168.0,695.0,30.0,9.75,33.0,12.5,90.0,FS,30.0,9.75,28.25,22.83,8.2,4.5,5700.0,2200.0,,,,,213.84992528933435,17.64869652104923
Eos,Cal 34-2,0,171.0,664.0,41.25,13.75,35.5,11.0,130.0,MS,41.25,13.75,33.25,26.0,10.0,5.0,9500.0,3750.0,,,,,241.29901163924833,17.051956700333736
Soleil de la Mer,Saffier SE 26,0,174.0,656.0,31.8,9.8,33.2,9.25,80.0,FS,,9.8,26.0,24.2,,3.4,4000.0,1900.0,,,,,125.99864510128963,19.616712436147534
Siento El Viento,C&C 29,38311,174.0,699.0,39.5,12.8,33.5,10.1,155.0,MS,,,29.5,23.6,10.5,5.25,7500.0,2700.0,,,,,254.72832282894407,17.593121493036595
Zeehond,Newport 30-2,707,174.0,677.0,39.5,12.125,34.0,10.25,150.0,MS,39.5,,30.0,25.0,10.5,4.75,8500.0,2600.0,,,,,242.85714285714286,15.86736540303033
Jacqueline,Freedom 30 SD,3,174.0,688.0,28.4,9.8,35.2,13.9,,CAT,,,30.0,25.42,10.8,4.5,7660.0,3150.0,,,,,208.1872423914457,15.777799167180588
BZ,Sonar 23,493,174.0,693.0,23.0,8.25,27.5,11.17,100.0,FS,,,23.0,19.92,7.8,3.92,2100.0,900.0,,,,,118.60507545253347,24.213781760600778
Neja,Dasher 32,7325,174.0,672.0,38.01,12.59,33.22,14.6,155.0,MS,38.01,,31.75,26.75,8.9,5.75,11323.0,3600.0,,,,,264.08402457243193,15.260808338351586
Gypsy Lady,CAL 34-1,7507,174.0,678.0,39.0,13.75,33.5,14.0,155.0,MS,39.0,13.75,33.3,26.0,10.0,5.0,10000.0,3750.0,,,,,253.9989596202614,17.29681453647935
Roja,Columbia 5.5 M ODR,1,177.0,632.0,29.125,8.25,34.0,11.416,95.0,FS,30.0,8.5,32.416,25.0,6.25,4.33,4500.0,2800.0,,,,,128.57142857142858,18.418443529166012
